,Start Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
5883,2/1/2020,MS,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,12.0,27.0,some
5884,2/1/2020,MS,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,16.0,35.0,some
5885,2/1/2020,MS,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,15.0,29.0,some
5886,2/1/2020,MS,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0.0,0.0,some
5887,2/1/2020,MS,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,54.0,114.0,some
5889,2/1/2020,MS,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,15.0,19.0,some
5890,2/1/2020,MS,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,31.0,43.0,some
5891,2/1/2020,MS,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,89.0,126.0,some
5892,2/1/2020,MS,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,224.0,320.0,some
5893,2/1/2020,MS,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,352.0,518.0,some
5894,2/1/2020,MS,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,378.0,559.0,some
5895,2/1/2020,MS,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,330.0,520.0,some
5896,2/1/2020,MS,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0.0,0.0,some
5897,2/1/2020,MS,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,1424.0,2114.0,some
5898,2/1/2020,MS,COVID-19,COVID-19,U071,0-24,13.0,13.0,some
5899,2/1/2020,MS,COVID-19,COVID-19,U071,25-34,39.0,39.0,some
5900,2/1/2020,MS,COVID-19,COVID-19,U071,35-44,89.0,89.0,some
5901,2/1/2020,MS,COVID-19,COVID-19,U071,45-54,245.0,245.0,some
5902,2/1/2020,MS,COVID-19,COVID-19,U071,55-64,571.0,571.0,some
5903,2/1/2020,MS,COVID-19,COVID-19,U071,65-74,1008.0,1008.0,some
5904,2/1/2020,MS,COVID-19,COVID-19,U071,75-84,1101.0,1101.0,some
5905,2/1/2020,MS,COVID-19,COVID-19,U071,85+,983.0,983.0,some
5906,2/1/2020,MS,COVID-19,COVID-19,U071,Not stated,0.0,0.0,some
5907,2/1/2020,MS,COVID-19,COVID-19,U071,All Ages,4049.0,4049.0,some
5910,2/1/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,23.0,25.0,some
5911,2/1/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,68.0,74.0,some
5912,2/1/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,211.0,219.0,some
5913,2/1/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,460.0,478.0,some
5914,2/1/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,670.0,683.0,some
5915,2/1/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,684.0,696.0,some
5916,2/1/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0.0,0.0,some
5917,2/1/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,2123.0,2182.0,some
5919,2/1/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0.0,0.0,some
5922,2/1/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,53.0,55.0,some
5923,2/1/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,101.0,105.0,some
5924,2/1/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,137.0,144.0,some
5925,2/1/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,123.0,125.0,some
5926,2/1/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0.0,0.0,some
5927,2/1/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,426.0,442.0,some
5930,2/1/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,12.0,12.0,some
5931,2/1/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,32.0,32.0,some
5932,2/1/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,93.0,93.0,some
5933,2/1/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,132.0,132.0,some
5934,2/1/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,101.0,101.0,some
5935,2/1/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,57.0,57.0,some
5936,2/1/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0.0,0.0,some
5937,2/1/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,430.0,430.0,some
5940,2/1/2020,MO,Respiratory diseases,Respiratory failure,J96,35-44,23.0,23.0,some
5941,2/1/2020,MO,Respiratory diseases,Respiratory failure,J96,45-54,67.0,68.0,some
5942,2/1/2020,MO,Respiratory diseases,Respiratory failure,J96,55-64,206.0,208.0,some
5943,2/1/2020,MO,Respiratory diseases,Respiratory failure,J96,65-74,422.0,435.0,some
5944,2/1/2020,MO,Respiratory diseases,Respiratory failure,J96,75-84,576.0,591.0,some
5945,2/1/2020,MO,Respiratory diseases,Respiratory failure,J96,85+,586.0,599.0,some
5946,2/1/2020,MO,Respiratory diseases,Respiratory failure,J96,Not stated,0.0,0.0,some
5947,2/1/2020,MO,Respiratory diseases,Respiratory failure,J96,All Ages,1888.0,1932.0,some
5948,2/1/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,0-24,0.0,0.0,some
5949,2/1/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,25-34,0.0,0.0,some
5952,2/1/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,55-64,10.0,10.0,some
5953,2/1/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,65-74,16.0,16.0,some
5954,2/1/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,75-84,18.0,18.0,some
5955,2/1/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,85+,32.0,32.0,some
5956,2/1/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0.0,0.0,some
5957,2/1/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,All Ages,79.0,79.0,some
5958,2/1/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0.0,0.0,some
5959,2/1/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0.0,0.0,some
5962,2/1/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,21.0,21.0,some
5963,2/1/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,48.0,51.0,some
5964,2/1/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,64.0,65.0,some
5965,2/1/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,58.0,62.0,some
5966,2/1/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0.0,0.0,some
5967,2/1/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,200.0,209.0,some
5968,2/1/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0.0,0.0,some
5969,2/1/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0.0,0.0,some
5971,2/1/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,11.0,11.0,some
5972,2/1/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,41.0,43.0,some
5973,2/1/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,100.0,100.0,some
5974,2/1/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,163.0,166.0,some
5975,2/1/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,85+,259.0,259.0,some
5976,2/1/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0.0,0.0,some
5977,2/1/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,580.0,585.0,some
5978,2/1/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0.0,0.0,some
5979,2/1/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0.0,0.0,some
5982,2/1/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,29.0,31.0,some
5983,2/1/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,78.0,82.0,some
5984,2/1/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,136.0,142.0,some
5985,2/1/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,85+,198.0,211.0,some
5986,2/1/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0.0,0.0,some
5987,2/1/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,451.0,476.0,some
5988,2/1/2020,MO,Circulatory diseases,Cardiac arrest,I46,0-24,0.0,0.0,some
5991,2/1/2020,MO,Circulatory diseases,Cardiac arrest,I46,45-54,17.0,17.0,some
5992,2/1/2020,MO,Circulatory diseases,Cardiac arrest,I46,55-64,43.0,43.0,some
5993,2/1/2020,MO,Circulatory diseases,Cardiac arrest,I46,65-74,69.0,69.0,some
5994,2/1/2020,MO,Circulatory diseases,Cardiac arrest,I46,75-84,73.0,73.0,some
5995,2/1/2020,MO,Circulatory diseases,Cardiac arrest,I46,85+,73.0,73.0,some
5996,2/1/2020,MO,Circulatory diseases,Cardiac arrest,I46,Not stated,0.0,0.0,some
5997,2/1/2020,MO,Circulatory diseases,Cardiac arrest,I46,All Ages,279.0,279.0,some
5998,2/1/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0.0,0.0,some
6001,2/1/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,13.0,14.0,some
6002,2/1/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,19.0,20.0,some
6003,2/1/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,71.0,74.0,some
6004,2/1/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,112.0,113.0,some
6005,2/1/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,178.0,181.0,some
6006,2/1/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0.0,0.0,some
6007,2/1/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,395.0,404.0,some
6012,2/1/2020,MO,Circulatory diseases,Heart failure,I50,55-64,21.0,21.0,some
6013,2/1/2020,MO,Circulatory diseases,Heart failure,I50,65-74,65.0,65.0,some
6014,2/1/2020,MO,Circulatory diseases,Heart failure,I50,75-84,112.0,112.0,some
6015,2/1/2020,MO,Circulatory diseases,Heart failure,I50,85+,197.0,197.0,some
6016,2/1/2020,MO,Circulatory diseases,Heart failure,I50,Not stated,0.0,0.0,some
6017,2/1/2020,MO,Circulatory diseases,Heart failure,I50,All Ages,408.0,408.0,some
6022,2/1/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,22.0,22.0,some
6023,2/1/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,44.0,45.0,some
6024,2/1/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,84.0,84.0,some
6025,2/1/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,113.0,118.0,some
6026,2/1/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0.0,0.0,some
6027,2/1/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,276.0,283.0,some
6028,2/1/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,0.0,0.0,some
6031,2/1/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,10.0,10.0,some
6032,2/1/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,29.0,31.0,some
6033,2/1/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,57.0,63.0,some
6034,2/1/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,52.0,55.0,some
6035,2/1/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,105.0,112.0,some
6036,2/1/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0.0,0.0,some
6037,2/1/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,260.0,278.0,some
6039,2/1/2020,MO,Sepsis,Sepsis,A40-A41,25-34,0.0,0.0,some
6041,2/1/2020,MO,Sepsis,Sepsis,A40-A41,45-54,21.0,21.0,some
6042,2/1/2020,MO,Sepsis,Sepsis,A40-A41,55-64,87.0,87.0,some
6043,2/1/2020,MO,Sepsis,Sepsis,A40-A41,65-74,157.0,157.0,some
6044,2/1/2020,MO,Sepsis,Sepsis,A40-A41,75-84,152.0,152.0,some
6045,2/1/2020,MO,Sepsis,Sepsis,A40-A41,85+,100.0,100.0,some
6046,2/1/2020,MO,Sepsis,Sepsis,A40-A41,Not stated,0.0,0.0,some
6047,2/1/2020,MO,Sepsis,Sepsis,A40-A41,All Ages,526.0,526.0,some
6048,2/1/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0.0,0.0,some
6052,2/1/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,16.0,23.0,some
6053,2/1/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,70.0,76.0,some
6054,2/1/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,64.0,74.0,some
6055,2/1/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,62.0,68.0,some
6056,2/1/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0.0,0.0,some
6057,2/1/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,226.0,255.0,some
6061,2/1/2020,MO,Diabetes,Diabetes,E10-E14,45-54,22.0,22.0,some
6062,2/1/2020,MO,Diabetes,Diabetes,E10-E14,55-64,70.0,70.0,some
6063,2/1/2020,MO,Diabetes,Diabetes,E10-E14,65-74,131.0,133.0,some
6064,2/1/2020,MO,Diabetes,Diabetes,E10-E14,75-84,167.0,169.0,some
6065,2/1/2020,MO,Diabetes,Diabetes,E10-E14,85+,122.0,122.0,some
6066,2/1/2020,MO,Diabetes,Diabetes,E10-E14,Not stated,0.0,0.0,some
6067,2/1/2020,MO,Diabetes,Diabetes,E10-E14,All Ages,525.0,531.0,some
6071,2/1/2020,MO,Obesity,Obesity,E65-E68,45-54,11.0,11.0,some
6072,2/1/2020,MO,Obesity,Obesity,E65-E68,55-64,36.0,36.0,some
6073,2/1/2020,MO,Obesity,Obesity,E65-E68,65-74,33.0,33.0,some
6074,2/1/2020,MO,Obesity,Obesity,E65-E68,75-84,21.0,21.0,some
6076,2/1/2020,MO,Obesity,Obesity,E65-E68,Not stated,0.0,0.0,some
6077,2/1/2020,MO,Obesity,Obesity,E65-E68,All Ages,116.0,116.0,some
6078,2/1/2020,MO,Alzheimer disease,Alzheimer disease,G30,0-24,0.0,0.0,some
6079,2/1/2020,MO,Alzheimer disease,Alzheimer disease,G30,25-34,0.0,0.0,some
6080,2/1/2020,MO,Alzheimer disease,Alzheimer disease,G30,35-44,0.0,0.0,some
6081,2/1/2020,MO,Alzheimer disease,Alzheimer disease,G30,45-54,0.0,0.0,some
6082,2/1/2020,MO,Alzheimer disease,Alzheimer disease,G30,55-64,0.0,0.0,some
6083,2/1/2020,MO,Alzheimer disease,Alzheimer disease,G30,65-74,15.0,15.0,some
6084,2/1/2020,MO,Alzheimer disease,Alzheimer disease,G30,75-84,92.0,92.0,some
6085,2/1/2020,MO,Alzheimer disease,Alzheimer disease,G30,85+,199.0,199.0,some
6086,2/1/2020,MO,Alzheimer disease,Alzheimer disease,G30,Not stated,0.0,0.0,some
6087,2/1/2020,MO,Alzheimer disease,Alzheimer disease,G30,All Ages,306.0,306.0,some
6088,2/1/2020,MO,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0.0,0.0,some
6089,2/1/2020,MO,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0.0,0.0,some
6093,2/1/2020,MO,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,41.0,42.0,some
6094,2/1/2020,MO,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,147.0,148.0,some
6095,2/1/2020,MO,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,349.0,352.0,some
6096,2/1/2020,MO,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0.0,0.0,some
6097,2/1/2020,MO,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,546.0,551.0,some
6098,2/1/2020,MO,Renal failure,Renal failure,N17-N19,0-24,0.0,0.0,some
6099,2/1/2020,MO,Renal failure,Renal failure,N17-N19,25-34,0.0,0.0,some
6101,2/1/2020,MO,Renal failure,Renal failure,N17-N19,45-54,28.0,29.0,some
6102,2/1/2020,MO,Renal failure,Renal failure,N17-N19,55-64,79.0,81.0,some
6103,2/1/2020,MO,Renal failure,Renal failure,N17-N19,65-74,161.0,168.0,some
6104,2/1/2020,MO,Renal failure,Renal failure,N17-N19,75-84,162.0,173.0,some
6105,2/1/2020,MO,Renal failure,Renal failure,N17-N19,85+,159.0,166.0,some
6106,2/1/2020,MO,Renal failure,Renal failure,N17-N19,Not stated,0.0,0.0,some
6107,2/1/2020,MO,Renal failure,Renal failure,N17-N19,All Ages,593.0,621.0,some
6108,2/1/2020,MO,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0.0,0.0,some
6109,2/1/2020,MO,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,0.0,0.0,some
6112,2/1/2020,MO,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,11.0,21.0,some
6113,2/1/2020,MO,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,18.0,33.0,some
6114,2/1/2020,MO,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,19.0,36.0,some
6115,2/1/2020,MO,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,17.0,33.0,some
6116,2/1/2020,MO,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0.0,0.0,some
6117,2/1/2020,MO,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,69.0,131.0,some
6120,2/1/2020,MO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,29.0,50.0,some
6121,2/1/2020,MO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,58.0,96.0,some
6122,2/1/2020,MO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,206.0,326.0,some
6123,2/1/2020,MO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,416.0,623.0,some
6124,2/1/2020,MO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,551.0,793.0,some
6125,2/1/2020,MO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,636.0,938.0,some
6126,2/1/2020,MO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0.0,0.0,some
6127,2/1/2020,MO,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,1904.0,2841.0,some
6129,2/1/2020,MO,COVID-19,COVID-19,U071,25-34,16.0,16.0,some
6130,2/1/2020,MO,COVID-19,COVID-19,U071,35-44,62.0,62.0,some
6131,2/1/2020,MO,COVID-19,COVID-19,U071,45-54,158.0,158.0,some
6132,2/1/2020,MO,COVID-19,COVID-19,U071,55-64,527.0,527.0,some
6133,2/1/2020,MO,COVID-19,COVID-19,U071,65-74,1155.0,1155.0,some
6134,2/1/2020,MO,COVID-19,COVID-19,U071,75-84,1621.0,1621.0,some
6135,2/1/2020,MO,COVID-19,COVID-19,U071,85+,2075.0,2075.0,some
6136,2/1/2020,MO,COVID-19,COVID-19,U071,Not stated,0.0,0.0,some
6137,2/1/2020,MO,COVID-19,COVID-19,U071,All Ages,5621.0,5621.0,some
6138,2/1/2020,MT,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0.0,0.0,some
6141,2/1/2020,MT,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,16.0,18.0,some
6142,2/1/2020,MT,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,47.0,48.0,some
6143,2/1/2020,MT,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,92.0,94.0,some
